sample_idx,photo_dark_ratio_pred,photo_dark_ratio_pred_platt,photo_dark_ratio_std,photo_dark_ratio_true,dopant_label,method,atmosphere,concentration_at%,doi,element,is_sputter,photo_dark_ratio_pred_rank,photo_dark_ratio_pred_refined,photo_dark_ratio_alpha
95,2.249955105781555,1.8196899940827698,0.1710487052798271,6.230448722839356,Sn,RF magnetron sputtering,,0.3,10.1364/OME.8.003506,Sn,True,,1.8196899940827698,0.0
96,2.0339478969573976,1.3702992834134373,0.1714612171053886,0.3010300099849701,Sn,RF magnetron sputtering,,0.5,10.1364/OME.8.003506,Sn,True,,1.3702992834134373,0.0
97,2.0642194747924805,1.433277579139967,0.1856348857283592,0.3010300099849701,Sn,RF magnetron sputtering,,0.7,10.1364/OME.8.003506,Sn,True,,1.433277579139967,0.0
98,2.0591773986816406,1.4227878266033103,0.1762631878256798,0.3010300099849701,Sn,RF magnetron sputtering,,0.9,10.1364/OME.8.003506,Sn,True,,1.4227878266033103,0.0
99,2.0670859813690186,1.439241183014953,0.1755640044808387,0.3010300099849701,Sn,RF magnetron sputtering,,1.2,10.1364/OME.8.003506,Sn,True,,1.439241183014953,0.0
100,2.0566622734069826,1.4175552515390168,0.1676775217056274,0.3010300099849701,Sn,RF magnetron sputtering,,1.5,10.1364/OME.8.003506,Sn,True,,1.4175552515390168,0.0
101,2.0514824390411377,1.4067789007890226,0.1682760566473007,0.3010300099849701,Sn,RF magnetron sputtering,N2,0.82,10.1016/j.mssp.2020.105430,Sn,True,,1.4067789007890226,0.0
102,2.1239862203598023,1.557618893539138,0.1274564035236835,2.0211892127990723,Sn,RF magnetron sputtering,N2,1.0,10.1016/j.mssp.2020.105430,Sn,True,,1.557618893539138,0.0
103,2.1046995639801027,1.5174941020375532,0.1229790955781936,2.0211892127990723,Sn,RF magnetron sputtering,,7.0,10.1016/j.mtphys.2020.100263,Zn,True,,1.5174941020375532,0.0
104,1.9014312028884888,1.0946058394429818,0.2570649735629559,,Zn,RF magnetron sputtering,,0.69,10.1007/s13391-017-7072-y,Zn,True,-0.2342990279014694,0.8146036073869121,0.21070148731985447
105,2.540140438079834,2.423404071113867,0.0359171371906995,2.4048337936401367,Zn,RF magnetron sputtering,,0.88,10.1007/s13391-017-7072-y,Zn,True,,2.423404071113867,0.0
106,2.560988473892212,2.4667772237081,0.0454609706997871,2.4048337936401367,Zn,RF magnetron sputtering,,0.96,10.1007/s13391-017-7072-y,Zn,True,,2.4667772237081,0.0
107,2.571115779876709,2.487846507730206,0.0448497287929058,2.4048337936401367,Zn,RF magnetron sputtering,,1.83,10.1007/s13391-017-7072-y,Zn,True,,2.487846507730206,0.0
108,2.607633113861084,2.5638187438436177,0.044378138706088,2.4048337936401367,Zn,RF magnetron sputtering,,2.49,10.1007/s13391-017-7072-y,Zn,True,,2.5638187438436177,0.0
109,2.638609075546265,2.628262470102316,0.0454825524240732,2.4048337936401367,Zn,RF magnetron sputtering,,3.03,10.1007/s13391-017-7072-y,Zn,True,,2.628262470102316,0.0
110,2.656771516799927,2.6660483959836943,0.0418458316475153,2.4048337936401367,Zn,RF magnetron sputtering,,13.8,10.1016/j.physb.2011.08.061,Si,True,,2.6660483959836943,0.0
111,3.268381118774414,3.9384673822743212,0.1314284324645996,,Si,RF magnetron sputtering,,4.92,10.1016/j.matlet.2017.08.052,Mg,True,2.4384673822743212,3.8230602529417426,0.07693808622171924
112,3.0210057735443114,3.42381704814809,0.0948857225477695,,Mg,RF magnetron sputtering,,6.88,10.1016/j.matlet.2017.08.052,Mg,True,4.92381704814809,3.4238170482080905,3.999999999840001e-11
113,3.0705984115600584,3.5269917105270943,0.0931433770805597,,Mg,RF magnetron sputtering,,8.58,10.1016/j.matlet.2017.08.052,Mg,True,5.026991710527094,3.5269917105870943,3.999999999840001e-11
114,3.1015876293182374,3.5914630152916103,0.0923788551241159,,Mg,RF magnetron sputtering,O2_plasma,1.91,10.1016/j.mssp.2022.106471,Mg,True,2.0914630152916103,3.5914630152316103,3.999999999840001e-11
115,3.989361381530762,5.43842580691372,0.1762698054313659,,Mg,RF magnetron sputtering,O2_plasma,3.28,10.1016/j.mssp.2022.106471,Mg,True,6.93842580691372,5.438425807115445,1.3448304741028168e-10
116,4.078964519500732,5.624840038502198,0.2095882192254066,,Mg,RF magnetron sputtering,O2_plasma,5.22,10.1016/j.mssp.2022.106471,Mg,True,7.124840038502198,5.624840038787389,1.9012771413452886e-10
117,4.106031560897828,5.681151478455385,0.1363119527697563,,Mg,RF magnetron sputtering,O2_plasma,1.0,10.1016/j.mssp.2024.108361,Mg,True,4.181151478455385,5.68115147833475,8.042287054138216e-11
118,3.5279046535491942,4.478391333714281,0.2128092944622039,4.309630393981934,Mg,RF magnetron sputtering,O2_plasma,2.0,10.1016/j.mssp.2024.108361,Mg,True,,4.478391333714281,0.0
119,3.6435672760009767,4.719020840407264,0.2631270527839661,4.309630393981934,Mg,RF magnetron sputtering,O2_plasma,3.0,10.1016/j.mssp.2024.108361,Mg,True,,4.719020840407264,0.0
120,3.795367908477784,5.034833421293579,0.274060896039009,4.309630393981934,Mg,RF magnetron sputtering,,5.0,10.1088/1674-4926/37/4/042002,F,True,,5.034833421293579,0.0
121,3.2748005867004397,3.9518227201313283,0.1800879161804914,,F,RF magnetron sputtering,,5.0,10.1063/1.4803802,W,True,,3.9518227201313283,0.0
122,2.308171367645264,1.9408056153338245,0.1488098014146089,,W,RF magnetron sputtering,,11.0,10.1063/1.4803802,W,True,0.44080561533382445,1.9408056151900552,9.584617055717671e-11
123,2.416017007827759,2.165172335074431,0.1517198629677295,,W,RF magnetron sputtering,N2,0.2,,Ta,True,0.665172335074431,2.1651723349249834,9.963147847351134e-11
124,2.367030477523804,2.063258645312161,0.1080306872725486,2.3074960708618164,Ta,RF magnetron sputtering,N2,0.5,,Ta,True,,2.063258645312161,0.0
125,2.3922627449035643,2.115752942291017,0.0755519181489944,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.0,,Ta,True,,2.115752942291017,0.0
126,2.393437719345093,2.118197409779723,0.1063656166195869,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.4,,Ta,True,,2.118197409779723,0.0
127,2.398070335388184,2.1278353039370317,0.121482179313898,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.5,,Ta,True,,2.1278353039370317,0.0
128,2.3858745098114014,2.1024625825682226,0.0937425777316093,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.53,,Ta,True,,2.1024625825682226,0.0
129,2.393391227722168,2.1181006866028436,0.0795368686318397,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.79,,Ta,True,,2.1181006866028436,0.0
130,2.390965127944946,2.1130533240218665,0.1046275906264782,2.3074960708618164,Ta,RF magnetron sputtering,,10.0,10.1016/j.mssp.2021.106040,Ta,True,,2.1130533240218665,0.0
131,3.262551498413086,3.9263391887229555,0.2290840238332748,,Ta,RF magnetron sputtering,,0.5,10.1016/j.optmat.2022.112491,Ta,True,5.426339188722956,3.926339189063672,2.271440144759091e-10
132,2.5548023223876952,2.45390728739414,0.0337905205786228,,Ta,RF magnetron sputtering,,1.0,10.1016/j.optmat.2022.112491,Ta,True,3.916933983295916,2.501101696939359,0.032258064516129045
133,2.5473052501678466,2.438310055101954,0.0282189112156629,,Ta,RF magnetron sputtering,,1.3,10.1016/j.optmat.2022.112491,Ta,True,2.3074960708618164,2.433278748015795,0.038461538461538464
134,2.549494457244873,2.442864575895508,0.0344216160476207,,Ta,RF magnetron sputtering,,1.5,10.1016/j.optmat.2022.112491,Ta,True,1.6143488903018712,2.421344687958011,0.02597402597402598
135,2.547199392318725,2.438089823868443,0.0339962683618068,,Ta,RF magnetron sputtering,,0.3,10.1364/OME.8.003506,Sn,True,3.938089823868443,2.438089823928443,3.999999999840001e-11
136,1.9411671876907348,1.1772742954942044,0.1379124462604522,0.3010300099849701,Sn,RF magnetron sputtering,,0.5,10.1364/OME.8.003506,Sn,True,,1.1772742954942044,0.0
137,1.9395496129989624,1.1739090233616056,0.1404858469963073,0.3010300099849701,Sn,RF magnetron sputtering,,0.7,10.1364/OME.8.003506,Sn,True,,1.1739090233616056,0.0
138,1.9182605504989625,1.1296183398310067,0.1165120288729667,0.3010300099849701,Sn,RF magnetron sputtering,,0.9,10.1364/OME.8.003506,Sn,True,,1.1296183398310067,0.0
139,1.8996298789978028,1.090858287554378,0.1234533593058586,0.3010300099849701,Sn,RF magnetron sputtering,,1.2,10.1364/OME.8.003506,Sn,True,,1.090858287554378,0.0
140,1.9288485765457155,1.151646125735176,0.1359919294714927,0.3010300099849701,Sn,RF magnetron sputtering,,1.5,10.1364/OME.8.003506,Sn,True,,1.151646125735176,0.0
141,1.894432592391968,1.0800456284118325,0.1305082589387893,0.3010300099849701,Sn,RF magnetron sputtering,N2,0.82,10.1016/j.mssp.2020.105430,Sn,True,,1.0800456284118325,0.0
142,2.6373481273651125,2.625639139138826,0.1136530108749866,2.0211892127990723,Sn,RF magnetron sputtering,N2,1.0,10.1016/j.mssp.2020.105430,Sn,True,,2.625639139138826,0.0
143,2.626299953460693,2.6026540417916944,0.0794379875063896,2.0211892127990723,Sn,RF magnetron sputtering,,7.0,10.1016/j.mtphys.2020.100263,Zn,True,,2.6026540417916944,0.0
144,1.8697712182998656,1.028739042443426,0.2172078363597393,,Zn,RF magnetron sputtering,,0.69,10.1007/s13391-017-7072-y,Zn,True,-0.2342990279033777,0.8265549067556154,0.16007762587258756
145,2.396370410919189,2.1242987077772812,0.0452282607555389,2.4048337936401367,Zn,RF magnetron sputtering,,0.88,10.1007/s13391-017-7072-y,Zn,True,,2.1242987077772812,0.0
